window_id,id,video_target,target,temporal_target,window_type,phase_name,phase_index,sample_weight,timestamp,window_start_timestamp,window_end_timestamp,center_timestamp,sequence_length,frame_count,frame_paths,timestamps,time_of_alert,time_of_event,seconds_to_alert,seconds_to_event,duration,video_path,split,source_peak_timestamp,source_peak_risk_score,source_peak_prob_class_2,source_peak_prob_class_3
01176_context_hard_negative_003_020_000,01176,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,20.0,16.5,20.0,18.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01176\\t_016_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_017_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_017_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_018_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_018_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_019_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_019_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_020_000.jpg""]","[16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 20.0]",,,,,40.2,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01176.mp4,train,20.0,0.7661155462265015,0.2594175338745117,0.5066980123519897
01176_context_hard_negative_004_020_500,01176,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,20.5,17.0,20.5,18.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01176\\t_017_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_017_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_018_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_018_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_019_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_019_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_020_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_020_500.jpg""]","[17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 20.0, 20.5]",,,,,40.2,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01176.mp4,train,20.0,0.7661155462265015,0.2594175338745117,0.5066980123519897
01176_context_hard_negative_005_021_000,01176,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,21.0,17.5,21.0,19.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01176\\t_017_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_018_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_018_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_019_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_019_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_020_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_020_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_021_000.jpg""]","[17.5, 18.0, 18.5, 19.0, 19.5, 20.0, 20.5, 21.0]",,,,,40.2,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01176.mp4,train,20.0,0.7661155462265015,0.2594175338745117,0.5066980123519897
01176_context_hard_negative_006_022_000,01176,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,22.0,18.5,22.0,20.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01176\\t_018_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_019_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_019_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_020_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_020_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_021_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_021_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_022_000.jpg""]","[18.5, 19.0, 19.5, 20.0, 20.5, 21.0, 21.5, 22.0]",,,,,40.2,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01176.mp4,train,23.0,0.7436797618865967,0.2443033158779144,0.4993764162063598
01176_context_hard_negative_007_022_500,01176,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,22.5,19.0,22.5,20.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01176\\t_019_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_019_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_020_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_020_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_021_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_021_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_022_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_022_500.jpg""]","[19.0, 19.5, 20.0, 20.5, 21.0, 21.5, 22.0, 22.5]",,,,,40.2,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01176.mp4,train,23.0,0.7436797618865967,0.2443033158779144,0.4993764162063598
01176_context_hard_negative_008_023_000,01176,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,23.0,19.5,23.0,21.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01176\\t_019_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_020_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_020_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_021_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_021_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_022_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_022_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_023_000.jpg""]","[19.5, 20.0, 20.5, 21.0, 21.5, 22.0, 22.5, 23.0]",,,,,40.2,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01176.mp4,train,23.0,0.7436797618865967,0.2443033158779144,0.4993764162063598
01176_context_hard_negative_009_023_500,01176,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,23.5,20.0,23.5,21.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01176\\t_020_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_020_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_021_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_021_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_022_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_022_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_023_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_023_500.jpg""]","[20.0, 20.5, 21.0, 21.5, 22.0, 22.5, 23.0, 23.5]",,,,,40.2,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01176.mp4,train,23.0,0.7436797618865967,0.2443033158779144,0.4993764162063598
01176_context_hard_negative_010_024_000,01176,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,24.0,20.5,24.0,22.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01176\\t_020_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_021_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_021_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_022_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_022_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_023_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_023_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_024_000.jpg""]","[20.5, 21.0, 21.5, 22.0, 22.5, 23.0, 23.5, 24.0]",,,,,40.2,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01176.mp4,train,23.0,0.7436797618865967,0.2443033158779144,0.4993764162063598
01176_context_hard_negative_011_024_500,01176,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,24.5,21.0,24.5,22.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01176\\t_021_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_021_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_022_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_022_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_023_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_023_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_024_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_024_500.jpg""]","[21.0, 21.5, 22.0, 22.5, 23.0, 23.5, 24.0, 24.5]",,,,,40.2,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01176.mp4,train,25.0,0.7186360955238342,0.2495860904455185,0.4690499901771545
01176_context_hard_negative_012_025_000,01176,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,25.0,21.5,25.0,23.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01176\\t_021_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_022_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_022_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_023_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_023_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_024_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_024_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01176\\t_025_000.jpg""]","[21.5, 22.0, 22.5, 23.0, 23.5, 24.0, 24.5, 25.0]",,,,,40.2,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01176.mp4,train,25.0,0.7186360955238342,0.2495860904455185,0.4690499901771545
01177_context_hard_negative_001_004_000,01177,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,4.0,0.5,4.0,2.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01177\\t_000_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_001_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_001_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_002_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_002_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_003_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_003_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_004_000.jpg""]","[0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0]",,,,,40.196,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01177.mp4,train,5.0,0.7279221415519714,0.1512450575828552,0.5766770839691162
01177_context_hard_negative_002_004_500,01177,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,4.5,1.0,4.5,2.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01177\\t_001_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_001_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_002_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_002_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_003_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_003_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_004_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_004_500.jpg""]","[1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5]",,,,,40.196,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01177.mp4,train,5.0,0.7279221415519714,0.1512450575828552,0.5766770839691162
01177_context_hard_negative_003_005_000,01177,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,5.0,1.5,5.0,3.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01177\\t_001_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_002_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_002_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_003_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_003_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_004_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_004_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_005_000.jpg""]","[1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0]",,,,,40.196,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01177.mp4,train,5.0,0.7279221415519714,0.1512450575828552,0.5766770839691162
01177_context_hard_negative_004_005_500,01177,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,5.5,2.0,5.5,3.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01177\\t_002_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_002_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_003_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_003_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_004_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_004_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_005_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_005_500.jpg""]","[2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 5.5]",,,,,40.196,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01177.mp4,train,5.0,0.7279221415519714,0.1512450575828552,0.5766770839691162
01177_context_hard_negative_005_006_000,01177,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,6.0,2.5,6.0,4.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01177\\t_002_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_003_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_003_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_004_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_004_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_005_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_005_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01177\\t_006_000.jpg""]","[2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 5.5, 6.0]",,,,,40.196,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01177.mp4,train,5.0,0.7279221415519714,0.1512450575828552,0.5766770839691162
01187_context_hard_negative_001_015_000,01187,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,15.0,11.5,15.0,13.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01187\\t_011_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_012_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_012_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_013_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_013_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_014_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_014_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_015_000.jpg""]","[11.5, 12.0, 12.5, 13.0, 13.5, 14.0, 14.5, 15.0]",,,,,39.865,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01187.mp4,train,16.0,0.6486715078353882,0.2198242396116256,0.4288472831249237
01187_context_hard_negative_002_015_500,01187,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,15.5,12.0,15.5,13.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01187\\t_012_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_012_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_013_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_013_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_014_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_014_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_015_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_015_500.jpg""]","[12.0, 12.5, 13.0, 13.5, 14.0, 14.5, 15.0, 15.5]",,,,,39.865,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01187.mp4,train,16.0,0.6486715078353882,0.2198242396116256,0.4288472831249237
01187_context_hard_negative_003_016_000,01187,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,16.0,12.5,16.0,14.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01187\\t_012_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_013_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_013_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_014_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_014_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_015_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_015_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_016_000.jpg""]","[12.5, 13.0, 13.5, 14.0, 14.5, 15.0, 15.5, 16.0]",,,,,39.865,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01187.mp4,train,16.0,0.6486715078353882,0.2198242396116256,0.4288472831249237
01187_context_hard_negative_004_016_500,01187,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,16.5,13.0,16.5,14.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01187\\t_013_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_013_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_014_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_014_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_015_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_015_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_016_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_016_500.jpg""]","[13.0, 13.5, 14.0, 14.5, 15.0, 15.5, 16.0, 16.5]",,,,,39.865,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01187.mp4,train,16.0,0.6486715078353882,0.2198242396116256,0.4288472831249237
01187_context_hard_negative_005_017_000,01187,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,17.0,13.5,17.0,15.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01187\\t_013_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_014_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_014_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_015_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_015_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_016_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_016_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01187\\t_017_000.jpg""]","[13.5, 14.0, 14.5, 15.0, 15.5, 16.0, 16.5, 17.0]",,,,,39.865,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01187.mp4,train,16.0,0.6486715078353882,0.2198242396116256,0.4288472831249237
01191_context_hard_negative_001_018_500,01191,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,18.5,15.0,18.5,16.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01191\\t_015_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_015_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_016_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_016_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_017_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_017_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_018_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_018_500.jpg""]","[15.0, 15.5, 16.0, 16.5, 17.0, 17.5, 18.0, 18.5]",,,,,39.733,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01191.mp4,train,19.5,0.6724516749382019,0.208940103650093,0.4635115563869476
01191_context_hard_negative_002_019_000,01191,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,19.0,15.5,19.0,17.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01191\\t_015_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_016_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_016_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_017_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_017_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_018_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_018_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_019_000.jpg""]","[15.5, 16.0, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0]",,,,,39.733,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01191.mp4,train,19.5,0.6724516749382019,0.208940103650093,0.4635115563869476
01191_context_hard_negative_003_019_500,01191,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,19.5,16.0,19.5,17.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01191\\t_016_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_016_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_017_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_017_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_018_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_018_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_019_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_019_500.jpg""]","[16.0, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5]",,,,,39.733,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01191.mp4,train,19.5,0.6724516749382019,0.208940103650093,0.4635115563869476
01191_context_hard_negative_004_020_000,01191,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,20.0,16.5,20.0,18.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01191\\t_016_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_017_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_017_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_018_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_018_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_019_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_019_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_020_000.jpg""]","[16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 20.0]",,,,,39.733,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01191.mp4,train,19.5,0.6724516749382019,0.208940103650093,0.4635115563869476
01191_context_hard_negative_005_020_500,01191,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,20.5,17.0,20.5,18.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01191\\t_017_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_017_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_018_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_018_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_019_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_019_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_020_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01191\\t_020_500.jpg""]","[17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 20.0, 20.5]",,,,,39.733,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01191.mp4,train,19.5,0.6724516749382019,0.208940103650093,0.4635115563869476
01195_context_hard_negative_001_000_000,01195,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,0.0,0.0,0.0,0.0,8,8,"[""data\\interim\\product_temporal_frames_224\\01195\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01195\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01195\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01195\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01195\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01195\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01195\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01195\\t_000_000.jpg""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,40.0,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01195.mp4,train,0.0,0.6672593951225281,0.1760413199663162,0.491218090057373
