id,target,split,video_path,max_risk_score,mean_risk_score,p90_risk_score,frames_scored,frames_above_threshold,fraction_above_threshold,first_false_alert_time,top_risk_timestamp,top_risk_score,top_prob_class_2,top_prob_class_3,risk_segments_above_threshold,longest_segment_seconds,frames_above_0_5,fraction_above_0_5,frames_above_0_64,fraction_above_0_64,suggested_error_type,manual_error_type,notes
01228,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01228.mp4,0.536784291267395,0.2332919081900178,0.3755070567131043,82,0,0.0,,23.5,0.536784291267395,0.1434156000614166,0.3933686912059784,0,0.0,1,0.012195121951219513,0,0.0,unknown,,
01706,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01706.mp4,0.5292249321937561,0.31658788338119603,0.4224202036857605,81,0,0.0,,12.0,0.5292249321937561,0.2198460847139358,0.309378832578659,0,0.0,2,0.024691358024691357,0,0.0,unknown,,
01563,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01563.mp4,0.5280455946922302,0.33461136788856694,0.4422928512096405,82,0,0.0,,31.5,0.5280455946922302,0.1535975188016891,0.3744480907917022,0,0.0,2,0.024390243902439025,0,0.0,unknown,,
01133,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01133.mp4,0.5273686647415161,0.2990475406772212,0.4044345021247864,76,0,0.0,,19.0,0.5273686647415161,0.0882933214306831,0.4390753209590912,0,0.0,1,0.013157894736842105,0,0.0,unknown,,
02029,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\02029.mp4,0.524039626121521,0.2211048769125019,0.3453234553337096,83,0,0.0,,31.0,0.524039626121521,0.1210042461752891,0.4030353724956512,0,0.0,2,0.024096385542168676,0,0.0,unknown,,
01172,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01172.mp4,0.5227802991867065,0.2720413857864009,0.3827955722808838,36,0,0.0,,10.0,0.5227802991867065,0.0764268040657043,0.4463534653186798,0,0.0,1,0.027777777777777776,0,0.0,unknown,,
01194,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01194.mp4,0.5210288763046265,0.30410993310772344,0.4794486165046692,81,0,0.0,,18.0,0.5210288763046265,0.2420091480016708,0.2790197134017944,0,0.0,5,0.06172839506172839,0,0.0,unknown,,
01825,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01825.mp4,0.5183611512184143,0.30644858069717884,0.4297133952379228,80,0,0.0,,1.5,0.5183611512184143,0.1701586693525314,0.348202496767044,0,0.0,2,0.025,0,0.0,unknown,,
01896,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01896.mp4,0.5154666900634766,0.21925170874086822,0.325774884223938,82,0,0.0,,2.5,0.5154666900634766,0.2209712266921997,0.2944954335689544,0,0.0,2,0.024390243902439025,0,0.0,unknown,,
01423,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01423.mp4,0.5113992094993591,0.22046433177627164,0.3358736038208008,81,0,0.0,,22.0,0.5113992094993591,0.2294587343931198,0.2819404900074005,0,0.0,1,0.012345679012345678,0,0.0,unknown,,
01578,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01578.mp4,0.5097419023513794,0.2907617143110225,0.370238733291626,38,0,0.0,,9.5,0.5097419023513794,0.3150938153266907,0.1946480870246887,0,0.0,1,0.02631578947368421,0,0.0,unknown,,
01250,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01250.mp4,0.5028716325759888,0.2042689821050491,0.3320202827453613,81,0,0.0,,38.5,0.5028716325759888,0.1127437204122543,0.3901278972625732,0,0.0,1,0.012345679012345678,0,0.0,unknown,,
01800,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01800.mp4,0.4997504353523254,0.3763532719494384,0.4507306218147278,81,0,0.0,,7.5,0.4997504353523254,0.2383413463830948,0.2614091038703918,0,0.0,0,0.0,0,0.0,unknown,,
01988,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01988.mp4,0.4995937347412109,0.3259752688974869,0.4345326781272888,82,0,0.0,,15.5,0.4995937347412109,0.2296529412269592,0.2699407935142517,0,0.0,0,0.0,0,0.0,unknown,,
01714,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01714.mp4,0.4912977516651153,0.16924515688492925,0.27646005153656,81,0,0.0,,23.0,0.4912977516651153,0.1484284698963165,0.3428692817687988,0,0.0,0,0.0,0,0.0,unknown,,
02072,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\02072.mp4,0.4906208515167236,0.2007792299585556,0.2803876340389251,67,0,0.0,,0.5,0.4906208515167236,0.2697682976722717,0.2208525389432907,0,0.0,0,0.0,0,0.0,unknown,,
01550,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01550.mp4,0.4842969179153442,0.32149768229573966,0.4352557718753815,80,0,0.0,,25.5,0.4842969179153442,0.2013018876314163,0.2829950451850891,0,0.0,0,0.0,0,0.0,unknown,,
01232,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01232.mp4,0.4622586667537689,0.25458812713623047,0.3948512524366379,36,0,0.0,,5.5,0.4622586667537689,0.2212585061788559,0.241000160574913,0,0.0,0,0.0,0,0.0,unknown,,
01989,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01989.mp4,0.4618731141090393,0.1991244430972051,0.31813646554946895,79,0,0.0,,13.0,0.4618731141090393,0.1611516177654266,0.3007214963436126,0,0.0,0,0.0,0,0.0,unknown,,
01060,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01060.mp4,0.4608395099639892,0.20785322463438835,0.3153601884841919,81,0,0.0,,29.5,0.4608395099639892,0.2203408181667328,0.2404986917972564,0,0.0,0,0.0,0,0.0,unknown,,
01491,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01491.mp4,0.4599266350269317,0.21340974093210408,0.3689726799726486,82,0,0.0,,6.0,0.4599266350269317,0.1451106369495391,0.3148159980773926,0,0.0,0,0.0,0,0.0,unknown,,
01511,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01511.mp4,0.4548330903053283,0.13875083093132293,0.28388702869415283,77,0,0.0,,13.5,0.4548330903053283,0.215772196650505,0.2390608787536621,0,0.0,0,0.0,0,0.0,unknown,,
01394,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01394.mp4,0.4465289711952209,0.22296083993033358,0.31227984726428987,38,0,0.0,,9.5,0.4465289711952209,0.1268966794013977,0.3196322917938232,0,0.0,0,0.0,0,0.0,unknown,,
01969,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01969.mp4,0.4396170675754547,0.24702080605942525,0.338069349527359,81,0,0.0,,36.5,0.4396170675754547,0.1184142306447029,0.3212028443813324,0,0.0,0,0.0,0,0.0,unknown,,
01288,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01288.mp4,0.4243009388446808,0.37938710964388317,0.4154061079025268,36,0,0.0,,0.0,0.4243009388446808,0.1305942833423614,0.2937066555023193,0,0.0,0,0.0,0,0.0,unknown,,
01683,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01683.mp4,0.4014382362365722,0.20922755036089155,0.3104911148548126,81,0,0.0,,37.5,0.4014382362365722,0.1491738259792328,0.2522644102573395,0,0.0,0,0.0,0,0.0,unknown,,
01574,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01574.mp4,0.3966990113258362,0.16240197585688695,0.2510022222995758,81,0,0.0,,19.5,0.3966990113258362,0.1141339913010597,0.282565027475357,0,0.0,0,0.0,0,0.0,unknown,,
01256,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01256.mp4,0.394782543182373,0.29581941871179473,0.37579360604286194,36,0,0.0,,0.5,0.394782543182373,0.1421555280685424,0.2526270151138305,0,0.0,0,0.0,0,0.0,unknown,,
01554,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01554.mp4,0.3888468146324157,0.24773005189167124,0.3341139256954193,36,0,0.0,,17.5,0.3888468146324157,0.0682916194200515,0.3205552101135254,0,0.0,0,0.0,0,0.0,unknown,,
02049,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\02049.mp4,0.3882200121879577,0.2027259399242039,0.27238796353340144,79,0,0.0,,0.5,0.3882200121879577,0.2193535417318344,0.1688664555549621,0,0.0,0,0.0,0,0.0,unknown,,
01737,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01737.mp4,0.3848742842674255,0.20123326658834645,0.2841079831123352,81,0,0.0,,20.0,0.3848742842674255,0.1555553376674652,0.2293189615011215,0,0.0,0,0.0,0,0.0,unknown,,
01404,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01404.mp4,0.3786398768424988,0.1942698996928003,0.3020384907722473,81,0,0.0,,12.0,0.3786398768424988,0.0985437259078025,0.2800961434841156,0,0.0,0,0.0,0,0.0,unknown,,
01109,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01109.mp4,0.3583994805812835,0.20171138901769378,0.2951122522354126,81,0,0.0,,23.5,0.3583994805812835,0.0588177181780338,0.29958176612854,0,0.0,0,0.0,0,0.0,unknown,,
02006,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\02006.mp4,0.3401792049407959,0.12869569015355753,0.2083442062139511,81,0,0.0,,21.0,0.3401792049407959,0.1270521730184555,0.2131270319223404,0,0.0,0,0.0,0,0.0,unknown,,
01487,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01487.mp4,0.3231037557125091,0.15304915805028962,0.23957601189613337,79,0,0.0,,34.5,0.3231037557125091,0.1198982521891594,0.2032054960727691,0,0.0,0,0.0,0,0.0,unknown,,
01791,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01791.mp4,0.310547798871994,0.13253984508323077,0.1945618093013763,81,0,0.0,,20.5,0.310547798871994,0.0761519819498062,0.2343958169221878,0,0.0,0,0.0,0,0.0,unknown,,
01813,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01813.mp4,0.2761946320533752,0.15288559057646323,0.20926313847303385,36,0,0.0,,14.0,0.2761946320533752,0.1457023620605468,0.1304922699928283,0,0.0,0,0.0,0,0.0,unknown,,
01917,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01917.mp4,0.2746754586696625,0.2156940243310398,0.26301081478595734,36,0,0.0,,0.0,0.2746754586696625,0.0744512751698494,0.2002241909503936,0,0.0,0,0.0,0,0.0,unknown,,
01259,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01259.mp4,0.2177237570285797,0.14210471704050343,0.1816137731075287,81,0,0.0,,1.0,0.2177237570285797,0.099487654864788,0.1182361096143722,0,0.0,0,0.0,0,0.0,unknown,,
02026,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\02026.mp4,0.1933601200580597,0.08777500940486785,0.1338931396603584,80,0,0.0,,7.5,0.1933601200580597,0.0729663521051406,0.120393767952919,0,0.0,0,0.0,0,0.0,unknown,,
01734,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01734.mp4,0.1854492425918579,0.14871785319165176,0.1788936719298362,38,0,0.0,,16.5,0.1854492425918579,0.1172213330864906,0.0682279020547866,0,0.0,0,0.0,0,0.0,unknown,,
